"City","State","Street_Name","Street_Number","Zip_Code","Age","ASOC","BSMT","Bathrooms","CDOM","County","COOL","DOM","Financing","GRG_No","HETS","MLS","Listing_Price","MODL","Ownership","Search_Price","Selling_Date","Selling_Price","TERM","Status","Status_Date","Bedrooms","Listing_Date" 
"University City","MO","Washington","7430","63130","83","0","Full, Partially Finished, Poured Concrete, Rec/Family Area, Sump Pit/Pump, Walk-Out","2.00","40","St Louis","Ceiling Fan, Central-Electric","40","Cash","1","Gas","GSTL","359000.00","","Private","359000.00","4/16/2012 12:00:00 AM","359000.00","Cash, Conventional","Sold","4/16/2012 4:38:23 PM","3.00","3/7/2012 12:00:00 AM"
"University City","MO","Waterman","7068","63130","90","","Bathroom in LL, Full","3.00","24","St Louis","1 Window/Wall, Ceiling Fan, Central-Electric","24","Cash","2","Gas","GSTL","369000.00","","Private","360000.00","4/30/2012 12:00:00 AM","360000.00","Cash, Conventional","Sold","5/1/2012 9:04:18 AM","3.00","4/7/2012 12:00:00 AM"
"University City","MO","Cornell","7139","63130","83","0","Bathroom in LL, Rec/Family Area, Walk-Out","4.00","45","St Louis","Ceiling Fan, Central-Electric","45","Conventional","2","Gas","GSTL","374900.00","","Private","365000.00","11/21/2011 12:00:00 AM","365000.00","Cash, Conventional","Sold","11/22/2011 12:00:00 AM","3.00","8/22/2011 12:00:00 AM"
"University City","MO","Gannon","8034","63130","72","0","Full, Rec/Family Area, Stone/Rock","3.00","359","St Louis","1 Window/Wall, Ceiling Fan, Central-Electric","325","Private","1","Gas","GSTL","399000.00","","Private","370000.00","5/15/2012 12:00:00 AM","370000.00","Cash, Conventional, RRM/ARM","Sold","5/16/2012 4:19:52 PM","3.00","6/1/2011 12:00:00 AM"
"University City","MO","Cornell","7844","63130","20","0","Bathroom in LL, Full, 9 ft + pour, Rec/Family Area, Sleeping Area, Sump Pit/Pump","4.00","130","St Louis","Attic Fan, Ceiling Fan, Central-Electric","130","Conventional","2","Gas","GSTL","375000.00","","Private","370000.00","12/16/2011 12:00:00 AM","370000.00","Cash, Conventional","Sold","12/19/2011 12:00:00 AM","3.00","7/23/2011 12:00:00 AM"
"University City","MO","Kingsbury","7052","63130","85","0","Full","3.00","74","St Louis","Central-Electric","74","Conventional","2","Gas","GSTL","399000.00","","Private","375000.00","7/15/2011 12:00:00 AM","375000.00","Conventional","Sold","7/15/2011 12:00:00 AM","4.00","4/4/2011 12:00:00 AM"
"University City","MO","Kingsbury","7373","63130","87","550","Partially Finished","4.00","67","St Louis","Central-Electric, Zoned","67","Conventional","2","Gas","GSTL","399000.00","","Private","383000.00","4/6/2012 12:00:00 AM","383000.00","Cash, Conventional","Sold","4/7/2012 6:28:15 PM","3.00","1/5/2012 12:00:00 AM"
"University City","MO","Amherst","7718","63130","19","100","8 ft + pour, Full, Partially Finished, Rec/Family Area, Roughed-In Bath, Sump Pit/Pump","3.00","148","St Louis","Ceiling Fan, Central-Electric","148","Conventional","2","Gas","GSTL","399000.00","","Private","384000.00","1/5/2012 12:00:00 AM","384000.00","Cash, Conventional","Sold","1/9/2012 12:00:00 AM","4.00","7/28/2011 12:00:00 AM"
"St Louis","MO","Cornell","8027","63130","63","0","Bathroom in LL, Fireplace in LL, Full, Partially Finished, Rec/Family Area, Walk-Out","4.00","78","St Louis","Central-Electric","78","Conventional","2","Gas","GSTL","395000.00","","Private","387000.00","8/31/2011 12:00:00 AM","387000.00","Cash, Conventional, FHA, RRM/ARM, VA","Sold","9/2/2011 12:00:00 AM","3.00","6/14/2011 12:00:00 AM"
"University City","MO","Stanford","7145","63130","76","250","Bathroom in LL, Full, Partially Finished, Poured Concrete","4.00","64","St Louis","Ceiling Fan, Central-Electric","64","Conventional","2","Gas","GSTL","419000.00","","Private","409000.00","5/30/2012 12:00:00 AM","409000.00","Cash, Conventional, RRM/ARM","Sold","6/1/2012 10:11:10 AM","4.00","3/26/2012 12:00:00 AM"
"University City","MO","Gannon","8024","63130","79","0","Full","3.00","51","St Louis","Ceiling Fan, Central-Electric","51","Conventional","2","Gas","GSTL","439000.00","","Private","420000.00","1/23/2012 12:00:00 AM","420000.00","Cash, Conventional","Sold","1/24/2012 12:59:34 PM","4.00","10/16/2011 12:00:00 AM"
"University City","MO","Washington","7114","63130","87","100","Full, Partially Finished, Poured Concrete, Walk-Out","2.00","71","St Louis","Ceiling Fan, Central-Electric","71","Conventional","2","Gas","GSTL","439000.00","","Private","420000.00","5/4/2012 12:00:00 AM","420000.00","Cash, Conventional, Private","Sold","5/6/2012 2:29:15 PM","5.00","2/8/2012 12:00:00 AM"
"University City","MO","Stanford","7056","63130","10","150","8 ft + pour, Full, Sump Pit/Pump","3.00","295","St Louis","Ceiling Fan, Central-Electric","84","Cash","2","Gas","GSTL","445000.00","","Private","430000.00","9/13/2011 12:00:00 AM","430000.00","Cash, Conventional","Sold","9/13/2011 12:00:00 AM","3.00","5/1/2011 12:00:00 AM"
"University City","MO","Princeton","7269","63130","80","300","Bathroom in LL, Full, Partially Finished, Rec/Family Area, Stone/Rock, Walk-Out","4.00","48","St Louis","Central-Electric","48","Conventional","2","Gas","GSTL","455000.00","","Private","432500.00","7/22/2011 12:00:00 AM","432500.00","Cash, Conventional","Sold","7/25/2011 12:00:00 AM","4.00","5/17/2011 12:00:00 AM"
