"57","15","7/21/2011 12:00:00 AM","20000.00","8/12/2011 12:00:00 AM","13000.00","8/5/2011 12:00:00 AM","Sold","Bank"
"72","22","3/19/2012 12:00:00 AM","9500.00","5/11/2012 12:00:00 AM","13100.00","4/11/2012 12:00:00 AM","Sold","Bank"
"81","19","4/13/2011 12:00:00 AM","12000.00","7/21/2011 12:00:00 AM","13500.00","5/2/2011 12:00:00 AM","Sold","Government"
"61","14","5/26/2011 12:00:00 AM","16900.00","7/7/2011 12:00:00 AM","13500.00","6/10/2011 12:00:00 AM","Sold","Bank"
"54","30","9/6/2011 12:00:00 AM","16500.00","12/16/2011 12:00:00 AM","13500.00","10/7/2011 12:00:00 AM","Sold","Private"
"65","92","11/30/2011 12:00:00 AM","19000.00","3/8/2012 12:00:00 AM","13500.00","3/1/2012 12:00:00 AM","Sold","Bank"
"59","13","4/19/2011 12:00:00 AM","13000.00","8/10/2011 12:00:00 AM","13800.00","5/3/2011 12:00:00 AM","Sold","Government"
"65","82","7/21/2011 12:00:00 AM","14000.00","10/28/2011 12:00:00 AM","14000.00","10/11/2011 12:00:00 AM","Sold","Private"
"70","30","10/29/2011 12:00:00 AM","10900.00","12/9/2011 12:00:00 AM","14000.00","11/29/2011 12:00:00 AM","Sold","Government"
"67","28","3/20/2012 12:00:00 AM","13500.00","4/27/2012 12:00:00 AM","14050.00","4/18/2012 12:00:00 AM","Sold","Government"
"70","54","10/7/2011 12:00:00 AM","13500.00","11/30/2011 12:00:00 AM","14700.00","11/30/2011 12:00:00 AM","Sold","Government"
"57","8","9/16/2011 12:00:00 AM","14900.00","9/30/2011 12:00:00 AM","14900.00","9/24/2011 12:00:00 AM","Sold","Bank"
"71","17","3/1/2012 12:00:00 AM","14900.00","3/28/2012 12:00:00 AM","14900.00","3/18/2012 12:00:00 AM","Sold","Private"
"61","42","5/18/2011 12:00:00 AM","14000.00","7/22/2011 12:00:00 AM","15000.00","6/29/2011 12:00:00 AM","Sold","Government"
"69","4","6/14/2011 12:00:00 AM","15650.00","6/29/2011 12:00:00 AM","15000.00","6/21/2011 12:00:00 AM","Sold","Bank"
"64","190","6/18/2011 12:00:00 AM","14900.00","12/28/2011 12:00:00 AM","15000.00","12/27/2011 12:00:00 AM","Sold","Private"
"71","42","8/3/2011 12:00:00 AM","15000.00","1/6/2012 12:00:00 AM","15000.00","11/1/2011 12:00:00 AM","Sold","Bank"
"66","62","10/17/2011 12:00:00 AM","15000.00","1/25/2012 12:00:00 AM","15000.00","12/22/2011 12:00:00 AM","Sold","Private"
"65","113","11/8/2011 12:00:00 AM","15000.00","2/28/2012 12:00:00 AM","15000.00","2/23/2012 12:00:00 AM","Sold","Private"
"69","32","9/13/2011 12:00:00 AM","14500.00","11/21/2011 12:00:00 AM","15100.00","10/19/2011 12:00:00 AM","Sold","Government"
"61","115","5/9/2011 12:00:00 AM","14900.00","9/12/2011 12:00:00 AM","15101.00","9/8/2011 12:00:00 AM","Sold","Bank"
"70","30","5/16/2011 12:00:00 AM","13500.00","6/20/2011 12:00:00 AM","15400.00","6/15/2011 12:00:00 AM","Sold","Bank"
"71","4","3/13/2012 12:00:00 AM","18000.00","4/20/2012 12:00:00 AM","15500.00","3/20/2012 12:00:00 AM","Sold","Private"
"76","37","4/15/2011 12:00:00 AM","15000.00","8/16/2011 12:00:00 AM","15775.00","8/9/2011 12:00:00 AM","Sold","Government"
"65","20","3/27/2012 12:00:00 AM","16000.00","5/1/2012 12:00:00 AM","15800.00","4/16/2012 12:00:00 AM","Sold","Government"
"71","69","5/21/2011 12:00:00 AM","15500.00","9/22/2011 12:00:00 AM","15830.00","7/29/2011 12:00:00 AM","Sold","Government"
"58","18","10/31/2011 12:00:00 AM","15900.00","12/9/2011 12:00:00 AM","15900.00","11/18/2011 12:00:00 AM","Sold","Government"
"52","41","12/7/2011 12:00:00 AM","15900.00","2/16/2012 12:00:00 AM","15900.00","1/17/2012 12:00:00 AM","Sold","Bank"
